outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,diff,diff.se,diff.ll,diff.ul,outcome_var,outcome_descr,diff_format,diff_CI
postest,0,0,1,0,1,1,0,1,1,ChAdOx1,Unadjusted,0,0,0,0,positive_test_date,Positive SARS-CoV-2 test,0.00,"(0.00, 0.00)"
postest,1,0,0.9994463066290695,3.33793724794446e-5,0.9993808842611832,0.9995117289969558,5.540001171228204e-4,2,1,ChAdOx1,Unadjusted,-4.569441204032021e-4,4.151577448729146e-5,-5.383135431885802e-4,-3.75574697617824e-4,positive_test_date,Positive SARS-CoV-2 test,-0.46,"(-0.54, -0.38)"
postest,2,0,0.998892919834488,6.675874495891418e-5,0.9987620750987155,0.9990237645702605,5.540001171228587e-4,3,1,ChAdOx1,Unadjusted,-9.131734290165339e-4,8.303154897459893e-5,-0.0010759122745873215,-7.504345834457464e-4,positive_test_date,Positive SARS-CoV-2 test,-0.91,"(-1.08, -0.75)"
postest,3,0,0.9983398394465063,1.0013811743842129e-4,0.9981435723428473,0.9985361065501652,5.540001171228196e-4,4,1,ChAdOx1,Unadjusted,-0.0013686887883438414,1.2454732346195674e-4,-0.001612797056700137,-0.0011245805199875459,positive_test_date,Positive SARS-CoV-2 test,-1.37,"(-1.61, -1.12)"
postest,4,0,0.997787065295469,1.3351748991807178e-4,0.9975253758239234,0.9980487547670146,5.540001171227671e-4,5,1,ChAdOx1,Unadjusted,-0.0018234910599397303,1.66063097949456e-4,-0.002148968751081811,-0.0014980133687976492,positive_test_date,Positive SARS-CoV-2 test,-1.82,"(-2.15, -1.50)"
postest,5,0,0.9972345972118147,1.6689686239776256e-4,0.9969074853723824,0.9975617090512471,5.540001171228248e-4,6,1,ChAdOx1,Unadjusted,-0.0022775811044105643,2.0757887243700237e-4,-0.002684428218338523,-0.0018707339904826055,positive_test_date,Positive SARS-CoV-2 test,-2.28,"(-2.68, -1.87)"
postest,6,0,0.996682435026076,2.002762348771022e-4,0.9962899008187576,0.9970749692333944,5.540001171228414e-4,7,1,ChAdOx1,Unadjusted,-0.002730959781415465,2.490946469242541e-4,-0.003219176318128724,-0.002242743244702206,positive_test_date,Positive SARS-CoV-2 test,-2.73,"(-3.22, -2.24)"
postest,7,0,0.9961305785688792,2.3365560735676426e-4,0.9956726219936741,0.9965885351440843,5.540001171228362e-4,8,1,ChAdOx1,Unadjusted,-0.0031836279496673114,2.906104214117668e-4,-0.003753213909166382,-0.002614041990168241,positive_test_date,Positive SARS-CoV-2 test,-3.18,"(-3.75, -2.61)"
postest,8,0,0.9955646935252124,2.3672070788138193e-4,0.99510072946337,0.9960286575870547,5.684060989176744e-4,9,1,ChAdOx1,Unadjusted,-0.0037108488343863266,2.947500729290324e-4,-0.004288548361767785,-0.0031331493070048686,positive_test_date,Positive SARS-CoV-2 test,-3.71,"(-4.29, -3.13)"
postest,9,0,0.9949991299513302,2.4449414480025224e-4,0.9945199302330908,0.9954783296695696,5.68406098917714e-4,10,1,ChAdOx1,Unadjusted,-0.00423718782090543,3.048708486479741e-4,-0.004834723704191622,-0.0036396519376192395,positive_test_date,Positive SARS-CoV-2 test,-4.24,"(-4.83, -3.64)"
postest,10,0,0.9944338876646112,2.5654828542552815e-4,0.9939310622648816,0.9949367130643407,5.684060989177551e-4,11,1,ChAdOx1,Unadjusted,-0.004762646051355457,3.2040646626507356e-4,-0.005390631185648749,-0.004134660917062165,positive_test_date,Positive SARS-CoV-2 test,-4.76,"(-5.39, -4.13)"
postest,11,0,0.9938689664825374,2.723152608259423e-4,0.9933352383788779,0.9944026945861969,5.684060989177358e-4,12,1,ChAdOx1,Unadjusted,-0.0052872246665122136,3.406168129998551e-4,-0.005954821352520744,-0.004619627980503683,positive_test_date,Positive SARS-CoV-2 test,-5.29,"(-5.95, -4.62)"
postest,12,0,0.9933043662226948,2.91192586468388e-4,0.9927336392406517,0.9938750932047379,5.684060989177581e-4,13,1,ChAdOx1,Unadjusted,-0.005810924805798923,3.647256001126211e-4,-0.006525773846259418,-0.0050960757653384274,positive_test_date,Positive SARS-CoV-2 test,-5.81,"(-6.53, -5.10)"
postest,13,0,0.9927400867027728,3.1261731583607827e-4,0.9921273680227906,0.993352805382755,5.684060989177533e-4,14,1,ChAdOx1,Unadjusted,-0.006333747607286666,3.9201422660629123e-4,-0.0071020813728623206,-0.005565413841711012,positive_test_date,Positive SARS-CoV-2 test,-6.33,"(-7.10, -5.57)"
postest,14,0,0.9921761277405645,3.3610265175759935e-4,0.9915173786480113,0.9928348768331178,5.684060989177047e-4,15,1,ChAdOx1,Unadjusted,-0.0068556942076969385,4.2186607442589976e-4,-0.0076825365198709954,-0.0060288518955228815,positive_test_date,Positive SARS-CoV-2 test,-6.86,"(-7.68, -6.03)"
postest,15,0,0.9918358210661122,3.376632136092419e-4,0.991174013328534,0.9924976288036904,3.4310786848421417e-4,16,1,ChAdOx1,Unadjusted,-0.006902133233853691,4.236627450110232e-4,-0.007732496955666673,-0.00607176951204071,positive_test_date,Positive SARS-CoV-2 test,-6.90,"(-7.73, -6.07)"
postest,16,0,0.9914956311135096,3.41250212152575e-4,0.9908267929879738,0.9921644692390453,3.431078684841004e-4,17,1,ChAdOx1,Unadjusted,-0.006948537181256098,4.2762686833725726e-4,-0.007786670442018774,-0.006110403920493422,positive_test_date,Positive SARS-CoV-2 test,-6.95,"(-7.79, -6.11)"
postest,17,0,0.9911555578427219,3.468007741153967e-4,0.9904758408156451,0.9918352748697987,3.431078684841817e-4,18,1,ChAdOx1,Unadjusted,-0.006994906069452411,4.3369901520927455e-4,-0.007844940519393079,-0.0061448716195117445,positive_test_date,Positive SARS-CoV-2 test,-6.99,"(-7.84, -6.14)"
postest,18,0,0.9908156012137286,3.542226061727345e-4,0.9901213376631202,0.991509864764337,3.4310786848419845e-4,19,1,ChAdOx1,Unadjusted,-0.0070412399179813345,4.417922739469611e-4,-0.007907136863565431,-0.006175342972397238,positive_test_date,Positive SARS-CoV-2 test,-7.04,"(-7.91, -6.18)"
postest,19,0,0.9904757611865226,3.634010741368741e-4,0.9897635081692712,0.991188014203774,3.431078684842223e-4,20,1,ChAdOx1,Unadjusted,-0.007087538746372135,4.517980423820179e-4,-0.007973046637726591,-0.006202030855017679,positive_test_date,Positive SARS-CoV-2 test,-7.09,"(-7.97, -6.20)"
postest,20,0,0.9901360377211107,3.7420694115373993e-4,0.9894026055936844,0.990869469848537,3.4310786848420805e-4,21,1,ChAdOx1,Unadjusted,-0.00713380257414431,4.6359250332296423e-4,-0.008042427184160084,-0.006225177964128535,positive_test_date,Positive SARS-CoV-2 test,-7.13,"(-8.04, -6.23)"
postest,21,0,0.9897964307775134,3.865037349040346e-4,0.9890388973772113,0.9905539641778156,3.431078684841056e-4,22,1,ChAdOx1,Unadjusted,-0.007180031420807809,4.770430037533102e-4,-0.008115018527241103,-0.006245044314374515,positive_test_date,Positive SARS-CoV-2 test,-7.18,"(-8.12, -6.25)"
postest,22,0,0.9896382341377087,3.872023167172514e-4,0.9888793315422124,0.990397136733205,1.5985299915438687e-4,23,1,ChAdOx1,Unadjusted,-0.007227366859187012,4.7789406366925165e-4,-0.008164022012404237,-0.006290711705969788,positive_test_date,Positive SARS-CoV-2 test,-7.23,"(-8.16, -6.29)"
postest,23,0,0.9894800627820695,3.8872636448741236e-4,0.9887181731078329,0.990241952456306,1.598529991544275e-4,24,1,ChAdOx1,Unadjusted,-0.007274684590962366,4.796747196828474e-4,-0.008214829765835093,-0.006334539416089639,positive_test_date,Positive SARS-CoV-2 test,-7.27,"(-8.21, -6.33)"
postest,24,0,0.9893219167065548,3.9106622741237466e-4,0.9885554409852566,0.990088392427853,1.5985299915435296e-4,25,1,ChAdOx1,Unadjusted,-0.007321984621084909,4.823746772634844e-4,-0.008267421615575471,-0.006376547626594348,positive_test_date,Positive SARS-CoV-2 test,-7.32,"(-8.27, -6.38)"
postest,25,0,0.9891637959071241,3.942073786690853e-4,0.9883911636424928,0.9899364281717554,1.598529991543672e-4,26,1,ChAdOx1,Unadjusted,-0.007369266954504683,4.859786145284474e-4,-0.008321767536237114,-0.006416766372772252,positive_test_date,Positive SARS-CoV-2 test,-7.37,"(-8.32, -6.42)"
postest,26,0,0.9890057003797376,3.981308528248964e-4,0.9882253782470666,0.9897860225124085,1.5985299915444967e-4,27,1,ChAdOx1,Unadjusted,-0.007416531596170395,4.904666046161511e-4,-0.008377828476837698,-0.006455234715503092,positive_test_date,Positive SARS-CoV-2 test,-7.42,"(-8.38, -6.46)"
postest,27,0,0.9888476301203561,4.0281379065688173e-4,0.9880581295981926,0.9896371306425197,1.5985299915435516e-4,28,1,ChAdOx1,Unadjusted,-0.007463778551029532,4.958146414320496e-4,-0.00843555739124399,-0.0064919997108150735,positive_test_date,Positive SARS-CoV-2 test,-7.46,"(-8.44, -6.49)"
postest,28,0,0.9886895851249412,4.082300568502396e-4,0.987889468916108,0.9894897013337745,1.5985299915439967e-4,29,1,ChAdOx1,Unadjusted,-0.0075110078240283595,5.019952380502934e-4,-0.008494900411017546,-0.006527115237039174,positive_test_date,Positive SARS-CoV-2 test,-7.51,"(-8.49, -6.53)"
postest,29,0,0.9885718635585102,4.08599552697911e-4,0.9877710231511232,0.9893727039658973,1.1908245699732603e-4,30,1,ChAdOx1,Unadjusted,-0.007538210121387112,5.024522451225632e-4,-0.008522998425778628,-0.006553421816995597,positive_test_date,Positive SARS-CoV-2 test,-7.54,"(-8.52, -6.55)"
postest,30,0,0.9884541560089833,4.0926226535645575e-4,0.9876520167086534,0.9892562953093132,1.190824569974504e-4,31,1,ChAdOx1,Unadjusted,-0.0075654050298357145,5.032358701786277e-4,-0.008551729211114498,-0.006579080848556931,positive_test_date,Positive SARS-CoV-2 test,-7.57,"(-8.55, -6.58)"
postest,31,0,0.9883364624746918,4.102167737363509e-4,0.9875324523723142,0.9891404725770693,1.1908245699738009e-4,32,1,ChAdOx1,Unadjusted,-0.007592592550867194,5.043445907727077e-4,-0.008581089784579294,-0.0066040953171550955,positive_test_date,Positive SARS-CoV-2 test,-7.59,"(-8.58, -6.60)"
postest,32,0,0.9882187829539666,4.1146104711686576e-4,0.9874123341205764,0.9890252317873568,1.190824569974285e-4,33,1,ChAdOx1,Unadjusted,-0.0076197726859739134,5.057762689665351e-4,-0.008611075957383366,-0.0066284694145644614,positive_test_date,Positive SARS-CoV-2 test,-7.62,"(-8.61, -6.63)"
postest,33,0,0.9881011174451394,4.1299246647599373e-4,0.9872916670849601,0.9889105678053187,1.190824569973473e-4,34,1,ChAdOx1,Unadjusted,-0.007646945436648234,5.075281716919996e-4,-0.008641682374304014,-0.006652208498992454,positive_test_date,Positive SARS-CoV-2 test,-7.65,"(-8.64, -6.65)"
postest,34,0,0.9879834659465416,4.1480785150101775e-4,0.9871704574970952,0.9887964743959881,1.1908245699744993e-4,35,1,ChAdOx1,Unadjusted,-0.007674110804381851,5.095969963343171e-4,-0.008672902563826902,-0.0066753190449368,positive_test_date,Positive SARS-CoV-2 test,-7.67,"(-8.67, -6.68)"
postest,35,0,0.9878658284565053,4.169034926693639e-4,0.9870487126258444,0.9886829442871662,1.1908245699737559e-4,36,1,ChAdOx1,Unadjusted,-0.007701268790666682,5.119789010188253e-4,-0.008704728997507977,-0.006697808583825388,positive_test_date,Positive SARS-CoV-2 test,-7.70,"(-8.70, -6.70)"
postest,36,0,0.9877482049733622,4.1927518762927484e-4,0.9869264407059976,0.9885699692407269,1.1908245699743773e-4,37,1,ChAdOx1,Unadjusted,-0.00772841939699398,5.146695389311424e-4,-0.008737153157238853,-0.006719685636749105,positive_test_date,Positive SARS-CoV-2 test,-7.73,"(-8.74, -6.72)"
postest,37,0,0.9876305954954449,4.219182811333289e-4,0.9868036508600044,0.9884575401308853,1.1908245699738783e-4,38,1,ChAdOx1,Unadjusted,-0.007755562624854995,5.176640960326919e-4,-0.008770165609168554,-0.006740959640541435,positive_test_date,Positive SARS-CoV-2 test,-7.76,"(-8.77, -6.74)"
postest,38,0,0.9875130000210854,4.248277076398986e-4,0.9866803530144765,0.9883456470276943,1.1908245699742694e-4,39,1,ChAdOx1,Unadjusted,-0.007782698475740424,5.209573314023283e-4,-0.008803756082771085,-0.006761640868709763,positive_test_date,Positive SARS-CoV-2 test,-7.78,"(-8.80, -6.76)"
postest,39,0,0.9873954185486167,4.279980357813595e-4,0.9865565578130313,0.988234279284202,1.1908245699741887e-4,40,1,ChAdOx1,Unadjusted,-0.0078098269511410745,5.245436195050738e-4,-0.0088379135536913,-0.0067817403485908485,positive_test_date,Positive SARS-CoV-2 test,-7.81,"(-8.84, -6.78)"
