outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,outcome_var,outcome_descr
postest,0,0,1,0,1,1,0,1,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,1,0,0.9989893625086663,2.4685563071527367e-5,0.998940979694108,0.9990377453232246,0.0010116599127700015,2,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,2,0,0.9979797464054715,4.937112614296984e-5,0.9978829807763551,0.9980765120345879,0.0010116599127700467,3,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,3,0,0.9969711506581624,7.405668921445849e-5,0.9968260022144878,0.9971162991018371,0.0010116599127700059,4,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,4,0,0.9959635742355293,9.87422522859995e-5,0.9957700429772963,0.9961571054937622,0.0010116599127699476,5,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,5,0,0.9949570161074042,1.2342781535741243e-4,0.9947151020346132,0.9951989301801951,0.0010116599127699963,6,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,6,0,0.9939514752446605,1.4811337842902651e-4,0.993661178357311,0.99424177213201,0.0010116599127699996,7,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,7,0,0.9929469506192119,1.727989415002838e-4,0.9926082709173047,0.993285630321119,0.0010116599127699744,8,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,8,0,0.991853844690826,1.7561580780688663e-4,0.9915096440324086,0.9921980453492435,0.0011020836731510447,9,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,9,0,0.9907619421304248,1.821231657798771e-4,0.9904049872847458,0.9911188969761038,0.0011020836731509413,10,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,10,0,0.9896712416132557,1.919460363476118e-4,0.9892950342950392,0.9900474489314722,0.0011020836731510382,11,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,11,0,0.9885817418160252,2.0460745836717257e-4,0.9881807185666572,0.9889827650653932,0.0011020836731508777,12,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,12,0,0.9874934414168959,2.1961703249780595e-4,0.9870629999428087,0.9879238828909831,0.0011020836731510737,13,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,13,0,0.9864063390954861,2.3652815414006539e-4,0.9859427524320419,0.9868699257589304,0.0011020836731509538,14,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,14,0,0.9853204335328676,2.549627271442528e-4,0.9848207157702648,0.9858201512954704,0.0011020836731509213,15,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,15,0,0.9849336878322585,2.5587824386865397e-4,0.9844321756898486,0.9854351999746684,3.9266166381233836e-4,16,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,16,0,0.9845470939322535,2.5770725878336055e-4,0.9840419969864835,0.9850521908780234,3.9266166381235853e-4,17,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,17,0,0.9841606517732695,2.6043052598815085e-4,0.9836502173218579,0.9846710862246811,3.926616638123913e-4,18,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,18,0,0.9837743612957472,2.640203753412317e-4,0.9832568908688937,0.9842918317226008,3.926616638122842e-4,19,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,19,0,0.9833882224401505,2.684420429371e-4,0.9828620857040574,0.9839143591762435,3.9266166381232676e-4,20,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,20,0,0.9830022351469664,2.736552106751262e-4,0.9824658807898614,0.9835385895040714,3.926616638123479e-4,21,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,21,0,0.9826163993567056,2.7961561175134233e-4,0.9820683628281579,0.9831644358852534,3.926616638123929e-4,22,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,22,0,0.9824108672785217,2.801019493314665e-4,0.9818618775458325,0.9829598570112108,2.0921193466979179e-4,23,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,23,0,0.9822053781911071,2.8103318354786184e-4,0.9816545632728927,0.9827561931093215,2.0921193466993707e-4,24,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,24,0,0.9819999320854699,2.824049132764603e-4,0.9814464286263909,0.9825534355445489,2.0921193466980596e-4,25,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
