outcome,model,tstop,loghr,se,loghr.ul,loghr.ll,lag_tstop,hr,hr.ll,hr.ul,model_name,outcome_var,outcome_descr
postest,0,1,-0.1529316764568426,0.128379017091502,-0.4045499263268386,0.09868657341315337,0,0.8581883542774428,1.1037203100509465,0.6672770671253029,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,2,-0.31390833168409477,0.10033824086746924,-0.5105676700564394,-0.11724899331175007,1,0.7305859966778717,0.8893637199738974,0.6001547921894822,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,3,-0.46644679422154445,0.07725024384441731,-0.6178544899535394,-0.31503909848954953,2,0.6272269800426191,0.7297603411841868,0.5390998418124356,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,4,-0.602108871379389,0.06264705990090108,-0.7248948525224784,-0.4793228902362994,3,0.5476554824601303,0.6192025179635419,0.484375497139528,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,5,-0.7124563704678255,0.058298024757884634,-0.8267183993631038,-0.5981943415725473,4,0.49043801919046753,0.5498034976619343,0.43748257639380694,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,6,-0.7890510987970519,0.06061586283352852,-0.9078560068425878,-0.670246190751516,5,0.4542756535431828,0.5115826153732468,0.40338815902006847,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,7,-0.8234548636772653,0.06335574629551506,-0.9476298446301318,-0.6992798827243988,6,0.4389126486704866,0.49694303223523667,0.3876587469119609,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,8,-0.8107651736407233,0.0625317579727777,-0.9333251671573429,-0.6882051801241037,7,0.4445178027537247,0.5024771161307953,0.3932439321546434,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,9,-0.7602223421079218,0.05842207366472747,-0.8747275023929336,-0.64571718182291,8,0.4675624566296487,0.5242863985660098,0.4169756290597869,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,10,-0.6846023837214179,0.053263482223712834,-0.7889968905710845,-0.5802078768717513,9,0.5042907039092669,0.5597819887410098,0.4543002796879253,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,11,-0.5966813131237677,0.04973907856140414,-0.69416811572832815,-0.49919451051920727,10,0.5506359956328754,0.6070194105942315,0.4994897929043083,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,12,-0.5092351449575279,0.049505593067222325,-0.6062643244025794,-0.41220596551247635,11,0.6009550465744209,0.6621878741407067,0.5453844476870098,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,13,-0.4327362966823556,0.0518857983507493,-0.5344305927589319,-0.3310420006057792,12,0.6487315419106071,0.7181750046218632,0.5860028694416941,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,14,-0.368442797026311,0.05519281369171935,-0.4766187240675101,-0.2602668699851119,13,0.6918107821002395,0.7708458427328886,0.6208792104700875,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,15,-0.315309077534555,0.058326839834672774,-0.42962758294254977,-0.20099057212656024,14,0.7295633477774334,0.817920142765099,0.6507514005228239,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,16,-0.27228956975224883,0.06074965137576159,-0.3913566985221057,-0.15322244098239196,15,0.7616336830781054,0.8579388598216056,0.6761389352613535,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,17,-0.23833870522455325,0.062258252712820365,-0.36036263828207427,-0.11631477216703223,16,0.7879357679309767,0.8901949705919364,0.6974233677956502,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,18,-0.21241091549662933,0.06283590706658057,-0.33556703028303314,-0.08925480071022554,17,0.8086323497241595,0.9146124999674798,0.7149325829722042,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,19,-0.19346063211363804,0.0625707269439469,-0.3160970034102639,-0.07082426081701217,18,0.8241022787213691,0.9316256008640974,0.7289887323446629,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,20,-0.18044228662074038,0.06161230455754459,-0.30120018455804076,-0.059684388683439976,19,0.8349008642567352,0.9420618120383373,0.7399296354327506,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,21,-0.1723103105630973,0.060147225208792246,-0.29019670574234974,-0.05442391538384489,20,0.841717938671166,0.9470305605734651,0.7481163943134191,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,22,-0.16801913548586983,0.058382841127093535,-0.282447401410097,-0.05359086956164266,21,0.8453376585830694,0.9478198091199082,0.7539362969025084,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,23,-0.16652319293421894,0.05653320114357179,-0.2773262311063782,-0.055720154762059645,22,0.8466031814958408,0.9458037775424873,0.7578072364874673,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,24,-0.1667769144533056,0.054803537021231266,-0.2741898732403264,-0.05936395566628483,23,0.8463884072981381,0.942363728116472,0.7601877222508487,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,25,-0.1677347315882908,0.053372017058358735,-0.2723419628049313,-0.0631275003716503,24,0.8455781100989942,0.9388237656788493,0.7615937798097594,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,26,-0.16852583218164774,0.052353446507584445,-0.2711367018030575,-0.06591496256023796,25,0.8449094372829695,0.9362104738484489,0.762512252480294,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,27,-0.16897842926509848,0.05175193218732799,-0.2704103524826205,-0.06754650604757646,26,0.8445271202601862,0.9346842511349862,0.7630663039297958,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,28,-0.1690954921676773,0.05154080363910979,-0.2701136110345834,-0.06807737330077117,27,0.8444282632505392,0.9341881895570555,0.7632927709291831,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,29,-0.16887999021841837,0.05168566727221562,-0.27018203658888157,-0.0675779438479552,28,0.8446102587967721,0.9346548671799678,0.7632405439850897,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,30,-0.1683348927463561,0.05214664233880133,-0.2705404336450982,-0.06612935184761398,29,0.8450707792165755,0.9360097818660008,0.7629670498336172,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,31,-0.1674631690805246,0.0528809071787773,-0.27110784262073373,-0.0638184955403155,30,0.8458077685929918,0.9381752670730423,0.7625342582779455,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,32,-0.16626778854995833,0.0538451156291329,-0.27180227592645356,-0.06073330117346308,31,0.8468194352750299,0.9410741896925733,0.762004912911044,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,33,-0.16475172048369136,0.05499737284150786,-0.272544590497368,-0.05695885047001467,32,0.8481042448620472,0.9446329397682486,0.7614394754532782,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,34,-0.16291793421075806,0.056298632682106706,-0.27326122664653685,-0.05257464177497931,33,0.8496609136469895,0.948783499528236,0.7608939958783002,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,35,-0.16076939906019264,0.057713525478186666,-0.2738858304182733,-0.047652967702111984,34,0.8514884024950302,0.9534646126860944,0.7604188870114243,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,36,-0.15830908436102947,0.0592107130576587,-0.27435994945297604,-0.04225821926908292,35,0.8535859111354814,0.9586222138832198,0.7600584433960862,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,37,-0.1555399594423027,0.06076289988584125,-0.2746330548147645,-0.036446864069840906,36,0.8559528728461093,0.9642093266946027,0.7598508957024062,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,38,-0.15246499363304655,0.06234662314619359,-0.2746621295572773,-0.03026785770881582,37,0.8585889495101524,0.970185627041896,0.7598288035544287,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,39,-0.14908715626229552,0.06394192059752937,-0.2744110177357729,-0.023763294788818112,38,0.861494027027431,0.9765168290254999,0.7600196295076445,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,40,-0.14540941665908363,0.06553194692901183,-0.27384967247673697,-0.01696916084143027,39,0.8646682110619538,0.9831740044264129,0.7604463826901746,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,41,-0.14143474415244528,0.06710258447382672,-0.27295339299070226,-0.0099160953141883,40,0.8681118231093699,0.9901329070544778,0.7611282607142045,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,42,-0.13716610807141472,0.06864207511941253,-0.2717021031295562,-0.002630113013273233,41,0.8718253968685035,0.9973733427036522,0.7620812488977506,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,43,-0.1326064777450261,0.07014068704496791,-0.2700796982040583,0.004866742714006139,42,0.8758096749020208,1.0048786045413423,0.7633186567864936,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,44,-0.1277588225023139,0.07159042144048698,-0.26807347016371247,0.012555825159084655,43,0.8800656055720473,1.012634980471631,0.7648515852673453,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
