model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,-0.1147217032394094,0.06439311472364706,0.06420714688570095,-1.7867435138277128,0.07397895267322216,-0.24056539868545634,0.011121992206637524,NA,Unadjusted,postest
0,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,0,NA,NA,NA,NA,NA,NA,NA,Unadjusted,postest
0,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,0.32841828714888266,0.036864557343618966,0.03708964530452205,8.854716308350385,8.389691750520468e-19,0.25572391815265433,0.401112656145111,NA,Unadjusted,postest
0,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,-0.28689048484987933,0.05295930711836251,0.05345665579473748,-5.366786990033187,8.015162157337679e-8,-0.39166360494151914,-0.18211736475823953,NA,Unadjusted,postest
0,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,-0.4895553905007427,0.06949409476037036,0.06997432607954467,-6.99621443933924,2.6297094774071055e-12,-0.6267025494591121,-0.35240823154237333,NA,Unadjusted,postest
0,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,-0.42099525708965024,0.08332978026016816,0.083583007173703,-5.036852242163696,4.7324981153916086e-7,-0.584814940869661,-0.25717557330963947,NA,Unadjusted,postest
0,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,-0.12867231537144036,0.07847078344843543,0.07886393298432127,-1.6315736548039186,0.10276933190028527,-0.2832427836998904,0.02589815295700973,NA,Unadjusted,postest
0,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.057801233012258445,0.08925574267688645,0.08937007532548852,0.6467627200910887,0.517785523443428,-0.11736089592133075,0.23296336194584766,NA,Unadjusted,postest
0,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.5377374544344161,0.10720346998275547,0.10761406563033415,4.996906782442379,5.825721154514951e-7,0.32681776156903153,0.7486571472998007,NA,Unadjusted,postest
0,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.42404277552967956,0.13723022492301964,0.13713923356540755,3.092060269736271,0.0019877248735654263,0.1552548168740543,0.6928307341853048,NA,Unadjusted,postest
0,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.46437042384515803,0.15277649495284304,0.15277661426696362,3.0395386497681627,0.0023694079841304772,0.16493376220194123,0.7638070854883748,NA,Unadjusted,postest
0,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.41518066830588457,0.10374661588788386,0.10405485063600814,3.9900174356908975,6.606843836815751e-5,0.21123690864261394,0.6191244279691552,NA,Unadjusted,postest
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,-0.05439447230890726,0.0649433870155799,0.06481457354582605,-0.8392321253251565,0.40133906318523227,-0.18142870213204884,0.07263975751423432,NA,Adjusting for time,postest
1,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time,postest
1,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,0.3295469562271826,0.03701896465749104,0.037151757231018163,8.87029257264963,7.295397467309929e-19,0.2567308500920115,0.4023630623623537,NA,Adjusting for time,postest
1,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,-0.27785060836826475,0.053213208175677,0.05355687381729003,-5.18795419830059,2.126168769971129e-7,-0.3828201521747094,-0.17288106456182012,NA,Adjusting for time,postest
1,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,-0.4719615311560629,0.0698269938583512,0.07026544409919715,-6.716836948895844,1.8571157201917705e-11,-0.6096792709482017,-0.334243791363924,NA,Adjusting for time,postest
1,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,-0.39668953012234837,0.08377897247237785,0.0840342109017935,-4.720571846458333,2.351825176611736e-6,-0.5613935569591068,-0.23198550328558998,NA,Adjusting for time,postest
1,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,-0.08747409363891427,0.07926475774880845,0.07999746694336875,-1.0934607929628362,0.2741915342591197,-0.2442662477023505,0.06931806042452197,NA,Adjusting for time,postest
1,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.025664224551026533,0.08962437042538823,0.08976529151178525,0.2859036507184638,0.7749519175418618,-0.15027251387381152,0.2016009629758646,NA,Adjusting for time,postest
1,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.4717344311542102,0.10785555280099957,0.10818977495221686,4.36024967574391,1.2991412465540294e-5,0.25968636875237155,0.6837824935560488,NA,Adjusting for time,postest
1,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.3136669841521116,0.13784686380458216,0.1379659753217588,2.273509707162145,0.022995481824787823,0.043258641429522515,0.5840753268747007,NA,Adjusting for time,postest
