outcome,model_name,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n
emergency,0 unadjusted,vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,1.3402429774731885,0.05745127942565742,0.057393916784620344,5.102473230685054,3.3524317864551027e-7,1.1976495338140831,1.4998137501425672,NA
emergency,0 unadjusted,vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.9454199117696102,0.06620626735691992,0.0662085721306348,-0.8477165010205243,0.3965958744336463,0.8303628409483521,1.076419566836147,NA
emergency,0 unadjusted,vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.0685508254739073,0.0658544004063916,0.06585104500798672,1.0068687864184174,0.31399783355448113,0.9391666731919136,1.215759565594858,NA
emergency,0 unadjusted,vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.0513228967031831,0.06967330760890936,0.06967444687458503,0.7183303926554089,0.4725535946563162,0.9171262548227583,1.2051555904328306,NA
emergency,0 unadjusted,vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.097764439915533,0.07064183852384813,0.07062835642960989,1.3206563084643408,0.18661598850495187,0.9558509860487242,1.2607475256416536,NA
emergency,0 unadjusted,vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.089471076492106,0.03432233175084727,0.0343191463079483,2.4969248003759845,0.012527551997247456,1.0185988808973303,1.1652744262464065,NA
emergency,1 adjusting for time,"ns(calendar_day, 4)1","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)1",1.162548761061054,0.07542410193235807,0.07714735172674872,1.9523003606388492,0.050902554675564336,0.9994089464523979,1.3523189147366363,NA
emergency,1 adjusting for time,"ns(calendar_day, 4)2","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)2",1.2771409709560038,0.07036045383729052,0.0717521520295712,3.4092909596372176,6.513197273767898e-4,1.1095919437110333,1.4699899985207734,NA
emergency,1 adjusting for time,"ns(calendar_day, 4)3","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)3",1.1741386700690104,0.15738764760434779,0.16052783098976386,1.0000436126645034,0.3172894023471019,0.8571914967575952,1.6082772889909787,NA
emergency,1 adjusting for time,"ns(calendar_day, 4)4","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)4",1.3904038812833444,0.07091062433828124,0.07169596391322786,4.597110479062192,4.28390494168445e-6,1.2081288526257916,1.6001794418584165,NA
