outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,diff,diff.se,diff.ll,diff.ul,outcome_var,outcome_descr,diff_format,diff_CI
postest,0,0,1,0,1,1,0,1,1,ChAdOx1,Unadjusted,0,0,0,0,positive_test_date,Positive SARS-CoV-2 test,0.00,"(0.00, 0.00)"
postest,1,0,0.9996142866923472,4.7896719845362094e-5,0.9995204108464727,0.9997081625382217,3.8586213981504794e-4,2,1,ChAdOx1,Unadjusted,-8.477163552822464e-5,5.456697860024992e-5,-1.9172094832988233e-4,2.217767727343303e-5,positive_test_date,Positive SARS-CoV-2 test,-0.08,"(-0.19, 0.02)"
postest,2,0,0.9991611592058602,9.160474380731694e-5,0.9989816172071849,0.9993407012045356,4.5350790742016843e-4,3,1,ChAdOx1,Unadjusted,-2.7390951297956434e-4,1.0625061290032696e-4,-4.82156887599512e-4,-6.56621383596167e-5,positive_test_date,Positive SARS-CoV-2 test,-0.27,"(-0.48, -0.07)"
postest,3,0,0.9986330752298246,1.295701874009131e-4,0.9983791223290487,0.9988870281306005,5.288068151699471e-4,4,1,ChAdOx1,Unadjusted,-6.082931475043241e-4,1.529885295446571e-4,-9.081451554595939e-4,-3.0844113954905423e-4,positive_test_date,Positive SARS-CoV-2 test,-0.61,"(-0.91, -0.31)"
postest,4,0,0.9980273570093114,1.612827893124374e-4,0.997711248550933,0.9983434654676899,6.069154480176132e-4,5,1,ChAdOx1,Unadjusted,-0.0011234809716306193,1.93494524248632e-4,-0.0015027232703636502,-7.442386728975885e-4,positive_test_date,Positive SARS-CoV-2 test,-1.12,"(-1.50, -0.74)"
postest,5,0,0.9973489584275695,1.88037524555607e-4,0.9969804116516985,0.9977175052034406,6.802018250577726e-4,6,1,ChAdOx1,Unadjusted,-0.0018323027248261514,2.2857622363212554e-4,-0.0022803038908672905,-0.0013843015587850123,positive_test_date,Positive SARS-CoV-2 test,-1.83,"(-2.28, -1.38)"
postest,6,0,0.9966129007695856,2.1277935969655533e-4,0.9961958608879269,0.9970299406512444,7.38559231388152e-4,7,1,ChAdOx1,Unadjusted,-0.0027048380175590525,2.6153005329026266e-4,-0.0032174275028828084,-0.0021922485322352966,positive_test_date,Positive SARS-CoV-2 test,-2.70,"(-3.22, -2.19)"
postest,7,0,0.9958453233712504,2.3824114516306737e-4,0.9953783793070953,0.9963122674354056,7.707797389023487e-4,8,1,ChAdOx1,Unadjusted,-0.0036570474649251228,2.95722177758726e-4,-0.0042366522827619775,-0.003077442647088268,positive_test_date,Positive SARS-CoV-2 test,-3.66,"(-4.24, -3.08)"
postest,8,0,0.995079713922364,2.6451557649320934e-4,0.9945612729190875,0.9955981549256406,7.693950928499238e-4,9,1,ChAdOx1,Unadjusted,-0.0045706491663350945,3.3074535819411425e-4,-0.005218898156449358,-0.003922400176220831,positive_test_date,Positive SARS-CoV-2 test,-4.57,"(-5.22, -3.92)"
postest,9,0,0.9943439726596777,2.8941934874126483e-4,0.9937767211597157,0.9949112241596396,7.399263061035299e-4,10,1,ChAdOx1,Unadjusted,-0.005357586061506603,3.631502410593585e-4,-0.006069347454959984,-0.004645824668053222,positive_test_date,Positive SARS-CoV-2 test,-5.36,"(-6.07, -4.65)"
