outcome,model,tstop,loghr,se,loghr.ul,loghr.ll,lag_tstop,hr,hr.ll,hr.ul,model_name,outcome_var,outcome_descr
postest,0,1,-0.1987543974956945,0.1360967945856268,-0.4654992132948688,0.0679904183034798,0,0.8197512015590218,1.070355052612357,0.6278216100511375,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,2,-0.34910222179844236,0.10632254472362025,-0.5574905802013872,-0.14071386339549755,1,0.7053210274008745,0.86873785383717,0.5726442671934829,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,3,-0.491151590014122,0.08162295646978135,-0.651129645006574,-0.33117353502167,2,0.6119213058107724,0.718080546104532,0.5214563833214498,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,4,-0.616604046055665,0.06567625609092312,-0.7453271426333037,-0.4878809494780263,3,0.5397743775666414,0.6139259568980171,0.47457901951171944,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,5,-0.7171611338360033,0.060483693957644843,-0.8357069956449301,-0.5986152720270765,4,0.4881360437344638,0.5495721173266929,0.43356784247314867,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,6,-0.7845243972680684,0.06247668894757412,-0.9069764574786253,-0.6620723370575116,5,0.45633668515674825,0.5157813533816871,0.40374311489648923,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,7,-0.8103953802647924,0.06505611874586516,-0.9379030299806492,-0.6828877305489356,6,0.44468221288968246,0.5051561293047464,0.39144782966925573,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,8,-0.7900110575098483,0.06393750831401503,-0.9153262710665481,-0.6646958439531486,7,0.4538397769168077,0.5144299709001852,0.40038597041979557,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,9,-0.7327501267698756,0.05942739087526971,-0.8492256725805885,-0.6162745809591628,8,0.4805854999928361,0.5399522436827654,0.4277460192184332,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,10,-0.6515267165822556,0.05397053624445004,-0.7573070238476913,-0.5457464093168198,9,0.5212493689161631,0.5794091455130186,0.46892753885499994,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
