model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,-0.6734324613182625,0.45548460769807336,-1.4784966383862088,0.1392748962076561,-1.5661658879188416,0.21930096528231657,0.5099551688627445,0.20884438203564684,1.2452059840682839,Unadjusted,covidadmitted
0,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13517532.976280231,18,-5.362904139982718,1.7764970945851344,-3.018808280817998,0.002537710676821283,-8.844774464009626,-1.8810338159558095,0.004687273822814124,1.4413294372095034e-4,0.15243243718503907,Unadjusted,covidadmitted
0,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24667500.92131951,155,5.202777109618696,1.1957194715246868,4.3511686758638515,1.3541382641159793e-5,2.859210009817043,7.546344209420348,181.77635442558105,17.447737949020183,1893.806700031854,Unadjusted,covidadmitted
0,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",2911802.16411999,3,5.738364713168416,1.2084669491582731,4.748466407927273,2.0496492281320843e-6,3.369813016311204,8.106916410025628,310.5561471381904,29.07309035584619,3317.332947576508,Unadjusted,covidadmitted
0,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",16434415.621360308,25,-3.470780864967166,0.9634616427621195,-3.602406895013368,3.15284340362113e-4,-5.359130985266715,-1.5824307446676165,0.031092741946272828,0.004704993039795511,0.20547503334447684,Unadjusted,covidadmitted
0,"ns(tstop_calendar, 3)2","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)2",24667500.92131951,155,-8.524925484426953,1.4150324402843655,-6.024544202473394,1.6958685404152798e-9,-11.298338104340134,-5.7515128645137725,1.9845950485308388e-4,1.2393503866760276e-5,0.0031779693208605873,Unadjusted,covidadmitted
0,"ns(tstop_calendar, 3)3","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)3",5603246.27036002,8,-3.097841366685244,1.0313521413379945,-3.003669883950937,0.0026674458066573937,-5.119254419085976,-1.0764283142845117,0.045146552136044696,0.005980480165039481,0.34081062281378627,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)1","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)1",13517532.976280231,18,5.023787312820425,2.1163196333056598,2.373832021287514,0.01760455741725111,0.8758770517663192,9.171697573874532,151.98583304031803,2.40098015468183,9620.94309689142,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)2","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)2",24667500.92131951,155,0.9706958148408004,1.5553438407795763,0.6241036800931837,0.5325594972425233,-2.077722096663369,4.01911372634497,2.6397806189976607,0.12521511551370845,55.6517612737639,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)3","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)3",2911802.16411999,3,-2.299846057693344,1.9814532125669375,-1.160686532039752,0.24576940083451762,-6.183422991375728,1.583730875989041,0.10027427898850881,0.002063352913588872,4.873102880484154,Unadjusted,covidadmitted
