model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome,pw,term_left,term_right,term_midpoint
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,0.09249928125951543,1.1049095868383703,0.08371660664488968,0.9332817533025562,-2.0730837151167214,2.258082277635752,1.0969123531647043,0.12579726005540234,9.56472907275898,Unadjusted,covidadmitted,1-7,0,6,3.5
0,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2453560.624359993,84,-2.156488918314415,1.3083838104221963,-1.6482081948251468,0.09930995578875947,-4.720874064697201,0.4078962280683709,0.11573074863754063,0.008907389510158707,1.5036511162928787,Unadjusted,covidadmitted,8-14,7,13,10.5
0,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2441634.428799993,35,0.561204875089222,1.1655195199215949,0.48150620002226524,0.6301567742950884,-1.7231714072355175,2.8455811574139616,1.7527831132382368,0.17849915579105258,17.211558387701487,Unadjusted,covidadmitted,15-21,14,20,17.5
0,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2421602.345239993,12,1.0331163316242233,1.2546788770637498,0.8234109543965257,0.41027433571561944,-1.426009079583884,3.4922417428323307,2.8098085001883737,0.2402658934350531,32.85952781252726,Unadjusted,covidadmitted,22-28,21,27,24.5
0,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2370806.230199993,2,-11.820354056472532,1.3156556894471354,-8.984382579183524,2.601910352823644e-19,-14.398991823844131,-9.241716289100932,7.353353748674666e-6,5.579526003156137e-7,9.691111990975807e-5,Unadjusted,covidadmitted,29-35,28,34,31.5
0,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12514927.549160203,16,0.8658389139631162,1.216533778368231,0.7117261594860842,0.4766343653826735,-1.5185234776150482,3.250201305541281,2.3769993477157754,0.21903505847543617,25.795532178127825,Unadjusted,covidadmitted,36+,35,41,38.5
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,0.2722353350651622,1.1052213679325529,0.24631747355229888,0.8054364846304266,-1.893958741026733,2.438429411157057,1.31289593540868,0.15047493687899643,11.45503545616193,Adjusting for time,covidadmitted,1-7,0,6,3.5
1,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2453560.624359993,84,-2.0986847517554574,1.3059241623142899,-1.6070494844327554,0.10804351336053082,-4.658249076432105,0.46087957292118986,0.12261759481906295,0.009483051973131599,1.585467906514789,Adjusting for time,covidadmitted,8-14,7,13,10.5
1,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2441634.428799993,35,0.6739133070810738,1.1748784174871583,0.5736025932985017,0.5662367564870796,-1.6288060774071695,2.976632691569317,1.9618998344871146,0.19616363857167354,19.621633186387978,Adjusting for time,covidadmitted,15-21,14,20,17.5
1,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2421602.345239993,12,1.09752559987812,1.2591734295351154,0.8716238558840338,0.38341361200094576,-1.370408972300489,3.5654601720567287,2.996741704327363,0.25400305809283946,35.35571937552209,Adjusting for time,covidadmitted,22-28,21,27,24.5
1,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2370806.230199993,2,-17.9381469980498,2.9193080087466137,-6.144657207908469,8.013638728969082e-10,-23.6598855549725,-12.216408441127097,1.620174315964143e-8,5.304473217884819e-11,4.948587175931854e-6,Adjusting for time,covidadmitted,29-35,28,34,31.5
1,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12514927.549160203,16,0.7757610790393957,1.2160919756293405,0.6379131633015925,0.5235302085175303,-1.6077353950822721,3.1592575531610634,2.1722447481623406,0.20034079349146428,23.553102509399373,Adjusting for time,covidadmitted,36+,35,41,38.5
2,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,0.22357160695233905,1.1030586057860208,0.20268334409396654,0.8393825424594807,-1.9383835332252264,2.3855267471299046,1.250535184083772,0.14393643028580894,10.864784151768815,Adjusting for time + demographics,covidadmitted,1-7,0,6,3.5
