model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.2972961789314606,1.1212665568576026,1.092301743828477,0.2721740403795828,0.7854882013926257,-1.84357589922265,2.438168257085571,NA,Unadjusted,covidadmitted
0,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,0,NA,NA,NA,NA,NA,NA,NA,Unadjusted,covidadmitted
0,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,3.3659766520036407,0.5853405792006344,0.5491010869245828,6.129976305193412,8.789216188700044e-10,2.2897582977596613,4.44219500624762,NA,Unadjusted,covidadmitted
0,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,2.636447595678524,0.6216042456972618,0.59199741005002,4.453478260075092,8.449026655254923e-6,1.4761539930394945,3.7967411983175534,NA,Unadjusted,covidadmitted
0,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,2.0651189198286226,0.7230459955104741,0.7033965410491106,2.9359241897159647,0.0033255558428010572,0.6864870325223162,3.443750807134929,NA,Unadjusted,covidadmitted
0,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,1.1780505762683955,0.9614310480030767,0.9275037690235876,1.270130230854551,0.2040382447554667,-0.6398234065429926,2.995924559079784,NA,Unadjusted,covidadmitted
0,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,1.7308843839513681,0.7905253172542779,0.7928813967240739,2.1830306412823095,0.02903355359540284,0.1768654023603693,3.284903365542367,NA,Unadjusted,covidadmitted
0,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.2338878946420024,1.32954679530397,1.2940795891737409,-1.726236866210309,0.08430480816269206,-4.770237282550923,0.3024614932669185,NA,Unadjusted,covidadmitted
0,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.6638433585684613,1.1848097913075257,1.1664699103901277,0.5691045715413592,0.5692851761470571,-1.6223956548458525,2.9500823719827753,NA,Unadjusted,covidadmitted
0,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.9851722937311896,1.270456084610987,1.2428483126060088,0.7926729945551254,0.4279683682050377,-1.4507656372229656,3.4211102246853446,NA,Unadjusted,covidadmitted
0,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.681807933581316,1238.0611437548448,1.3194163850654084,-10.369590743640082,3.4098195116121866e-25,-16.267816528921546,-11.095799338241084,NA,Unadjusted,covidadmitted
0,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.8720801742985088,1.2351650646042318,1.2061430483251232,0.7230321274988888,0.46966014621930574,-1.491916760622086,3.236077109219104,NA,Unadjusted,covidadmitted
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.2099026999469574,1.11124015832646,1.1135213600081673,0.1885035235834343,0.8504819536109791,-1.9725590616851099,2.3923644615790245,NA,Adjusting for time,covidadmitted
1,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time,covidadmitted
1,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,3.3299714433766243,0.5720338952853715,0.5378320063607049,6.191471321889553,5.960518383460791e-10,2.2758400811767254,4.384102805576523,NA,Adjusting for time,covidadmitted
1,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,2.6183740343991078,0.6094950567523261,0.5784808943492681,4.526293020177461,6.002733444905914e-6,1.4845723157300226,3.752175753068193,NA,Adjusting for time,covidadmitted
1,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,2.0490398698175336,0.7135183447922773,0.6891725270976281,2.9731885547539636,0.0029472333811848854,0.6982865375717284,3.399793202063339,NA,Adjusting for time,covidadmitted
1,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,1.148104955660958,0.9547914484943373,0.9234635147352915,1.2432596819919401,0.2137721562188342,-0.6618502742569865,2.958060185578902,NA,Adjusting for time,covidadmitted
1,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,1.7630323681970426,0.7844283277891654,0.782621116003242,2.2527278297839066,0.024276315100269206,0.2291231672901448,3.2969415691039403,NA,Adjusting for time,covidadmitted
1,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.0554962435953104,1.3214147644588654,1.313914113651955,-1.5644068529579662,0.11772205236750753,-4.630720585132009,0.5197280979413881,NA,Adjusting for time,covidadmitted
1,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.7795416712688368,1.1765843125191544,1.184364372074524,0.6581941247552029,0.5104133996086389,-1.5417698425696258,3.100853185107299,NA,Adjusting for time,covidadmitted
1,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.0614984877316485,1.2643700871625132,1.2697708417103213,0.8359764241411153,0.40316816626254726,-1.4272066306396904,3.550203606102987,NA,Adjusting for time,covidadmitted
1,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.561814825312469,1172.0936674227992,1.3362438500554175,-10.149206542466052,3.340683909289625e-24,-16.180804645984228,-10.94282500464071,NA,Adjusting for time,covidadmitted
1,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.7755744782816743,1.227007126680263,1.2235490332072596,0.6338728217934018,0.5261638237446716,-1.6225375601233567,3.173686516686705,NA,Adjusting for time,covidadmitted
