model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24136388.753599577,14058,0.21128786943974812,0.06034411357280699,3.501383265574412,4.6284968990003124e-4,0.09301558015805181,0.3295601587214444,1.2352678997619555,1.0974788340285737,1.3903564577925929,Unadjusted,emergency
0,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13417368.972479958,7780,-0.12002942217623899,0.05740788002379813,-2.0908178829540724,0.03654439241633352,-0.23254679945167972,-0.007512044900798265,0.8868943419716424,0.792512659320983,0.9925160999891761,Unadjusted,emergency
0,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24136388.753599577,14058,0.22852708477109207,0.11180972276444605,2.0438927771294013,0.04096414085209647,0.009384055031369659,0.4476701145108145,1.2567475633910115,1.0094282233269156,1.5646624510693237,Unadjusted,emergency
0,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",3012928.7737599923,1869,0.4726893514423104,0.13204334166860807,3.579804520765831,3.4385133394588895e-4,0.21388915737352165,0.7314895455110991,1.6043029311669352,1.2384853702138117,2.0781738378600974,Unadjusted,emergency
0,"vax1_az:ns(tstop, 3)1","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)1",13417368.972479958,7780,0.12403318564067091,0.11345557516582586,1.093231297442941,0.27429225878949864,-0.09833565552962469,0.3464020268109665,1.1320534382944478,0.9063446331038676,1.4139709558002265,Unadjusted,emergency
0,"vax1_az:ns(tstop, 3)2","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)2",24136388.753599577,14058,-0.7114131508100147,0.2174259259786103,-3.271979399917567,0.0010679735729959366,-1.1375601350333624,-0.28526616658666687,0.49094992073947874,0.320600289749858,0.7518141198879164,Unadjusted,emergency
0,"vax1_az:ns(tstop, 3)3","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)3",3012928.7737599923,1869,-0.619129046142477,0.26973193341297386,-2.295349454209998,0.02171310557953467,-1.1477939211122616,-0.09046417117269234,0.5384131664687112,0.3173360661393611,0.9135070632014349,Unadjusted,emergency
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24136388.753599577,14058,0.24083525782326248,0.06570442472111099,3.665434388102656,2.469191122049575e-4,0.1120569517449618,0.3696135639015632,1.2723114146900807,1.1185765637182046,1.447175265830513,Adjusting for time,emergency
1,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13417368.972479958,7780,-0.2813015836690533,0.0762709036768389,-3.6881899926206825,2.2585498342701357e-4,-0.4307898079439811,-0.13181335939412547,0.7548006655970396,0.6499955203119443,0.876504571158142,Adjusting for time,emergency
1,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24136388.753599577,14058,-0.0330121394627647,0.14318085663292798,-0.23056252238661867,0.8176546859604676,-0.3136414617388964,0.24761718281336698,0.9675268142620056,0.7307809941410918,1.2809694611943496,Adjusting for time,emergency
1,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",3012928.7737599923,1869,-0.03093351632646254,0.14654631768379925,-0.21108354556685152,0.832822079696442,-0.3181590210536742,0.2562919884007492,0.9695400295161556,0.7274870934517367,1.2921299598238856,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",15957802.546239868,9389,0.07989805622765768,0.08778032871800383,0.9102045685466944,0.36271463526636527,-0.0921482266107168,0.25194433906603214,1.083176638933607,0.9119699613096505,1.286524426140756,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)2","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)2",24136388.753599577,14058,-0.35705383127122997,0.2644423201302291,-1.3502144100664097,0.17694721722830994,-0.8753512547146902,0.16124359217223033,0.6997348291053703,0.4167156206419022,1.1749711477311682,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)3","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)3",5637300.962560024,3728,0.21040618756570803,0.09932340155637062,2.1183949025979825,0.03414163722027389,0.015735897693212098,0.40507647743820396,1.234179266429812,1.0158603589106685,1.499417167255735,Adjusting for time,emergency
1,regionNorth East and Yorkshire,region,region,factor,categorical,7,contr.treatment,treatment,TRUE,North East and Yorkshire,9228811.889600102,3232,0,NA,NA,NA,NA,NA,NA,NA,NA,Adjusting for time,emergency
1,regionEast of England,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,East of England,7221649.6147200735,3060,0.07367718087569664,0.14048027998250973,0.5244663584445425,0.5999542126380295,-0.20165910842812546,0.3490134701795187,1.0764592477683848,0.81737351619809,1.4176682864596883,Adjusting for time,emergency
1,regionMidlands,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,Midlands,4984081.678720001,3185,0.4512280489365498,0.14784000713103448,3.0521376296783758,0.0022721789342299787,0.1614669594855775,0.740989138387522,1.5702393326750688,1.1752336271932722,2.09800971043382,Adjusting for time,emergency
1,regionSouth West,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,South West,465198.23872000014,1414,1.8836816592182928,0.18093690614278535,10.410710005905573,2.2156296973202906e-25,1.5290518397043296,2.238311478732256,6.5776771034528165,4.613800125631385,9.377483830937873,Adjusting for time,emergency
1,regionNorth West,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,North West,1471680.594239998,1549,0.6111258077987424,0.1686959746427552,3.622646059533512,2.916047058577731e-4,0.28048777316206003,0.9417638424354247,1.8425045375623743,1.3237753569766926,2.564500806761665,Adjusting for time,emergency
1,regionLondon,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,London,303450.7321600001,603,1.0989200267413548,0.25203314725160214,4.360220227874685,1.2993160970413644e-5,0.6049441352179346,1.592895918264775,3.000923356288391,1.8311499092377173,4.917970366536546,Adjusting for time,emergency
1,regionSouth East,region,region,factor,categorical,7,contr.treatment,treatment,FALSE,South East,461516.0054400002,1015,1.6022809597613483,0.19134821461132764,8.373639456296734,5.586550360243533e-17,1.2272453506171053,1.9773165689055914,4.964342986616606,3.4118182168525952,7.2233336368970535,Adjusting for time,emergency
1,"vax1_az:ns(tstop, 3)1","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)1",13417368.972479958,7780,0.17908840609808,0.11732382566829345,1.5264453326335599,0.12689899516065137,-0.050862066740231054,0.409038878936391,1.1961264843690687,0.9504097546073614,1.5053702465418972,Adjusting for time,emergency
1,"vax1_az:ns(tstop, 3)2","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)2",24136388.753599577,14058,-0.7627862715352863,0.2228055973814345,-3.4235507568035914,6.180870784811188e-4,-1.1994772179568296,-0.32609532511374306,0.4663651949910121,0.30135171200321925,0.721736384549497,Adjusting for time,emergency
1,"vax1_az:ns(tstop, 3)3","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)3",3012928.7737599923,1869,-0.4590072769896261,0.2717066788317735,-1.6893485245308206,0.09115265938356237,-0.9915425818588937,0.07352802787964136,0.6319106464755455,0.3710039454263437,1.0762987026196411,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)1:regionEast of England","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)1 * East of England",4648108.382399996,1981,0.03175188519004853,0.10619836473028481,0.29898657357568315,0.7649502899912306,-0.17639308489835837,0.23989685527845545,1.0322613541992736,0.838288400053682,1.2711180344438526,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)2:regionEast of England","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)2 * East of England",7221649.6147200735,3060,0.350936891132967,0.3280414536565015,1.0697943422127367,0.2847118895538216,-0.292012543469941,0.993886325735875,1.4203976833950707,0.7467591689634208,2.701713836061262,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)3:regionEast of England","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)3 * East of England",1533660.7702399972,750,0.2736495078919284,0.1268196301858462,2.1577850959738036,0.03094454418334435,0.025087600194981213,0.5222114155888755,1.3147539106042794,1.0254049422630473,1.6857514277572232,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)1:regionMidlands","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)1 * Midlands",3393751.5206399914,2226,0.0900030007881989,0.1069820770874097,0.8412904594725895,0.400185234083457,-0.1196780172944118,0.2996840188708096,1.0941775670954148,0.8872060557387382,1.3494323450463417,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)2:regionMidlands","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)2 * Midlands",4984081.678720001,3185,0.3758374007398327,0.34075728424498575,1.102947517534581,0.27004995721210645,-0.29203460385001717,1.0437094053296825,1.4562103357967715,0.7467426953540358,2.8397312156846466,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)3:regionMidlands","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)3 * Midlands",1287869.329919998,952,0.29797392429513286,0.12270376625963618,2.428400801199795,0.015165573207229003,0.057478961658824934,0.5384688869314408,1.3471266601443572,1.0591629873880428,1.713381472049896,Adjusting for time,emergency
1,"ns(tstop_calendar, 3)1:regionSouth West","ns(tstop_calendar, 3):region","ns(tstop_calendar, 3) * region",NA,interaction,NA,NA,NA,NA,"ns(tstop_calendar, 3)1 * South West",298229.52448,945,0.26068367510545015,0.13703422129592233,1.9023253654465595,0.0571286315489433,-0.00789846328404925,0.5292658134949495,1.297817068648736,0.9921326476137626,1.6976854332201228,Adjusting for time,emergency
