outcome,model_name,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.6019299181361893,1.0954803135133309,1.098170447044005,-0.462236310285536,0.6439118670827083,0.069949006526225,5.179768010166092,NA
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.07766168514298845,0.7156816342447384,0.7152406917644849,-3.5727738722853326,3.5321975851092355e-4,0.019115815458828598,0.3155155662722781,NA
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.3599619903397875,0.3741807575644304,0.3741300656089998,0.821791081070594,0.4111958106963188,0.6532308414592259,2.8313063281541346,NA
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2.6058609774779615,0.5855676608763338,0.5854773812082279,1.6358670051625845,0.10186742477680165,0.8271646995668612,8.209382529861584,NA
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.5833720361967773e-6,1130.9427408065628,0.7071662564727419,-18.88658241640188,1.4706397238145682e-79,3.9595147196688603e-7,6.331753213483693e-6,NA
covidadmitted,0 unadjusted,vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,2.8401015876463522,0.5596450452901096,0.5653177884997599,1.8464655509983614,0.0648246368852761,0.9378524140550888,8.600689092727047,NA
covidadmitted,1 adjusting for time,"ns(calendar_day, 4)1","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)1",0.03234305252617353,0.7132496533269496,0.7960777115512582,-4.310327988000869,1.63012586812041e-5,0.00679451449502888,0.1539584686258549,NA
covidadmitted,1 adjusting for time,"ns(calendar_day, 4)2","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)2",0.05305443312253242,1.0698162929988113,1.2628671428299283,-2.3252143894145827,0.02006049930357592,0.004464442334097045,0.6304870044922566,NA
covidadmitted,1 adjusting for time,"ns(calendar_day, 4)3","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)3",0.0034461609249661295,1.35389925502862,1.380147405441433,-4.108615080206979,3.980388503397692e-5,2.3043686192937668e-4,0.051537002462753265,NA
covidadmitted,1 adjusting for time,"ns(calendar_day, 4)4","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)4",0.04824565378174932,1.3105959000013534,1.3132464913680832,-2.3083629404244452,0.02097895841740639,0.0036780764832547892,0.6328424978179499,NA
