outcome,model_name,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n
postest,0 unadjusted,vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.4802840026638614,0.06570472485888253,0.06569368381860469,-11.163594963829999,6.145517568974388e-29,0.4222596236791664,0.5462817429830457,NA
postest,0 unadjusted,vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.4910046427229851,0.06357851598550722,0.06359500610670284,-11.184867163802709,4.8362911817081127e-29,0.43346439620458194,0.556183071289069,NA
postest,0 unadjusted,vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.8830496485421682,0.08658037856008848,0.08657931623034588,-1.4365307819409174,0.1508513637664161,0.7452271598997481,1.0463610610962522,NA
postest,0 unadjusted,vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.8581186228591317,0.1250406682280649,0.12500862513073183,-1.2240190131675825,0.22094505512778978,0.67164500998818355,1.0963642399585574,NA
postest,0 unadjusted,vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.9987450421316555,0.1421685599745068,0.14218684299407383,-0.008831660939699768,0.99295344569322,0.7558314802814767,1.3197275916730669,NA
postest,0 unadjusted,vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.1726466368164339,0.08672381801548731,0.08700467209154582,1.8305140755410771,0.06717310397622986,0.9888004404056598,1.390675083308774,NA
postest,1 adjusting for time,"ns(calendar_day, 4)1","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)1",0.046634136088014984,0.11326232626257507,0.11357571396585145,-26.990122843223048,1.9301909483896734e-160,0.037327431979161704,0.058261244703079675,NA
postest,1 adjusting for time,"ns(calendar_day, 4)2","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)2",0.04393703035828814,0.16469911292347839,0.16413547568845993,-19.039136939890682,8.084889601078119e-81,0.03185065222150411,0.06060983063328836,NA
postest,1 adjusting for time,"ns(calendar_day, 4)3","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)3",0.009157318650743233,0.19236725584313977,0.18976965861791176,-24.7310444727915,4.9591193175562215e-135,0.006313004523146455,0.013283133975873518,NA
postest,1 adjusting for time,"ns(calendar_day, 4)4","ns(calendar_day, 4)","ns(calendar_day, 4)",nmatrix.4,continuous,NA,NA,NA,NA,"ns(calendar_day, 4)4",0.04767448594147495,0.2207159976527265,0.2210238405825337,-13.769369413236978,3.89598886251718e-43,0.03091364281775717,0.07352276867475276,NA
postest,1 adjusting for time,vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.989372044015246,0.06774927764126525,0.06765695950544591,-0.1579266369462294,0.8745146082024402,0.8665027119860086,1.1296641406180754,NA
postest,1 adjusting for time,vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.9482607803214862,0.06524556719090648,0.06444981784825969,-0.824296043066473,0.409771366395117,0.8357338719026811,1.0759388098615,NA
postest,1 adjusting for time,vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.5670217702950073,0.08874422391752018,0.08803292537736337,5.1023733941472385,3.354201329642172e-7,1.318685613364195,1.8621248337683367,NA
