term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.8593531068293881,0.0639360202929397,0.06378891256106359,-2.376202510053007,0.017491859868475002,0.7583582760028251,0.9737979865002101,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.0277526852737757,0.0676075249216785,0.0667892133502221,0.4098649795187422,0.6819049963590685,0.9016490691988024,1.1714930100532952,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.5801072382897747,0.09842919469829174,0.09861812211739256,4.6390329408865165,3.5004326258377152e-6,1.3023948336912807,1.9170368462069356,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.3738435269736569,0.13625463200214538,0.1352326876205084,2.3486356110811544,0.01884233640700717,1.053966966618627,1.7908018907488024,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.7071698261534345,0.14984717777269266,0.15008753433488248,3.5634999889521226,3.659427103589761e-4,1.272102145957406,2.291033644263919,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.4675248703501114,0.08990123862900044,0.08935492344242547,4.29273738062497,1.764837055755685e-5,1.2317609204652369,1.7484149799805986,NA,0 unadjusted,postest
vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.9135052729584439,0.06545046760860636,0.06522414536711738,-1.387003699515095,0.16544063474634618,0.803881742741463,1.0380779153871924,NA,1 adjusting for time,postest
vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.0501302033112523,0.06946854395727514,0.0685730145740151,0.7133149962723895,0.4756508598580135,0.9180655559132241,1.2011924821747333,NA,1 adjusting for time,postest
vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.5846412430068002,0.10175977274526556,0.10197011072197147,4.5146370180807445,6.342530476789933e-6,1.2975790928603663,1.935209871101366,NA,1 adjusting for time,postest
vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.3309012862172667,0.13918593417277156,0.1390670468020228,2.055529171792459,0.039827921007531734,1.0133786725207639,1.7479134717219749,NA,1 adjusting for time,postest
vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.5638645622584575,0.15256822166148204,0.14775818588294462,3.0262962331317365,0.0024756962386877825,1.1706501972533985,2.089157269033841,NA,1 adjusting for time,postest
vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.3161452888845044,0.09131960731455073,0.09072307030177927,3.027975439801879,0.0024619809570254956,1.1017427875261572,1.5722711698820624,NA,1 adjusting for time,postest
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2",1.0101432914211685,0.008211075576353965,0.008221037950707558,1.227605753060262,0.21959500111718455,0.993997343549538,1.0265515052177183,NA,2 adjusting for time + demographics,postest
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2²",0.9997660615841875,9.700962327343528e-5,9.68465214124141e-5,-2.4158408609819446,0.015698920959975063,0.9995763083050189,0.9999558508849251,NA,2 adjusting for time + demographics,postest
sexF,sex,sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,F,1,NA,NA,NA,NA,NA,NA,NA,2 adjusting for time + demographics,postest
sexM,sex,sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,M,1.0095464441410387,0.030568403489865694,0.03058712897768611,0.31062623737032025,0.7560847787045678,0.9508028876749304,1.0719193600369707,NA,2 adjusting for time + demographics,postest
imd_Q51 most deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,1,NA,NA,NA,NA,NA,NA,NA,2 adjusting for time + demographics,postest
imd_Q52,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,2,0.8577882144562587,0.042337479767397504,0.04224615818295268,-3.6310531622076407,2.822670282204909e-4,0.7896235273335098,0.9318372558436696,NA,2 adjusting for time + demographics,postest
imd_Q53,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,3,0.8522003235333927,0.04110542917893146,0.04091411227433856,-3.9090096150466356,9.267527581173947e-5,0.7865304473375938,0.9233531821797368,NA,2 adjusting for time + demographics,postest
imd_Q54,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,4,0.7369424411788962,0.04206748182368915,0.04203487940681665,-7.261719147471574,3.8220114766393243e-13,0.6786618153017469,0.8002279623898458,NA,2 adjusting for time + demographics,postest
imd_Q55 least deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,0.6943026418709184,0.042903294819207266,0.04268217823768464,-8.548001653356108,1.2523792469094696e-17,0.6385834837373404,0.754883536429223,NA,2 adjusting for time + demographics,postest
ethnicity_combinedWhite,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,TRUE,White,1,NA,NA,NA,NA,NA,NA,NA,2 adjusting for time + demographics,postest
ethnicity_combinedBlack,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Black,0.890492729100634,0.07855822932747604,0.07861292596665673,-1.4753342382617625,0.14012270580991645,0.7633345746971265,1.0388332021980404,NA,2 adjusting for time + demographics,postest
ethnicity_combinedSouth Asian,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1.1818987408105215,0.042192789428749336,0.04232064437879355,3.948953284959228,7.849366650448592e-5,1.087819581500373,1.2841142568906931,NA,2 adjusting for time + demographics,postest
ethnicity_combinedMixed,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,1.0123019746093262,0.10332928141429434,0.10332358891120695,0.11833619376030757,0.90580128038895,0.8267246475528784,1.239536393200853,NA,2 adjusting for time + demographics,postest
ethnicity_combinedOther,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Other,1.0127087953492808,0.08254876205492033,0.08259067355920241,0.15290729356374122,0.8784713841194005,0.8613571697542312,1.190654864427979,NA,2 adjusting for time + demographics,postest
vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.9308200542849598,0.06551358029031722,0.06528569001265865,-1.0980860056536648,0.2721669355510523,0.8190198949195857,1.0578814737389555,NA,2 adjusting for time + demographics,postest
vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.0689952513888201,0.06954246104762381,0.06863270846847279,0.9721194371604271,0.3309911334248604,0.9344487957127791,1.2229143562865623,NA,2 adjusting for time + demographics,postest
vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.6092001749020297,0.10183903603915123,0.10211959276603431,4.658628740052435,3.1832270453763385e-6,1.3173031069760224,1.9657777994991534,NA,2 adjusting for time + demographics,postest
vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.3527352902735685,0.13923844639554073,0.1391722468729808,2.1708975052641297,0.02993892096727402,1.0297912296324658,1.7769550884644911,NA,2 adjusting for time + demographics,postest
vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.5852779291307773,0.15264209868931722,0.1479303463033968,3.1147073814160424,0.001841274722802318,1.1862790867907282,2.118477970801911,NA,2 adjusting for time + demographics,postest
