model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24136388.753599577,14058,0.20901066319037406,0.058384850903025184,3.579878341002054,3.4375421227889215e-4,0.09457845817770387,0.32344286820304424,1.2324581403959667,1.099195400618001,1.3818772048848487,Unadjusted,emergency
0,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,2460350.1958399946,1516,0,NA,NA,NA,NA,NA,NA,NA,NA,Unadjusted,emergency
0,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,2439238.0003199945,1418,0.07316725095737373,0.04656249378131658,1.57137741163538,0.1160950096121054,-0.018093559884376983,0.16442806179912445,1.0759104689233596,0.9820691457841894,1.1787187715937708,Unadjusted,emergency
0,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,2417753.7791999946,1418,0.04309374652683603,0.051413559379158334,0.8381786253901158,0.401930389764215,-0.05767497817332578,0.14386247122699783,1.0440357649899086,0.9439567041150629,1.1547252896518412,Unadjusted,emergency
0,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,2388162.4163199947,1329,3.8781079752993526e-4,0.056306406637570104,0.006887507491397451,0.9945046075584184,-0.10997071831097449,0.11074633990603436,1.0003878860058593,0.895860367217152,1.1171115043028674,Unadjusted,emergency
0,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,2329936.503679995,1345,0.02686046088529526,0.05864389443218266,0.4580265540917888,0.6469333638672461,-0.08807946011495173,0.14180038188554225,1.0272244547713743,0.9156881131497322,1.1523465963217145,Unadjusted,emergency
0,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,12100947.858240006,7032,-0.0956900059074531,0.05425634683337506,-1.7636647414047912,0.07778844066592505,-0.202030491633582,0.010650479818675812,0.908745678201522,0.8170700137629311,1.010707398068278,Unadjusted,emergency
0,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",15957802.546239868,9389,0.11471053646151537,0.05895547723097748,1.9457146621356163,0.05168902441642034,-8.400756025716549e-4,0.2302611485256024,1.1215487431128375,0.9991602771621474,1.2589287343874798,Unadjusted,emergency
0,"ns(tstop_calendar, 3)2","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)2",24136388.753599577,14058,0.0520936459607393,0.15825482538394137,0.32917571918805716,0.7420228744611495,-0.2580801121714609,0.36226740409293945,1.05347439151576,0.7725333403044001,1.4365830387879506,Unadjusted,emergency
0,"ns(tstop_calendar, 3)3","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)3",5637300.962560024,3728,0.45943457307719804,0.052685799661032394,8.720273319055385,2.775310353618757e-18,0.35617230324488197,0.562696842909514,1.5831785600881865,1.4278535508697439,1.7554001610292282,Unadjusted,emergency
