outcome,model_name,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n
postest,0 unadjusted,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.8625427990654961,0.06674960685661868,0.06663358378749126,-2.219158880519254,0.02647591742287664,0.7569410259091643,0.9828772054284467,NA
postest,0 unadjusted,timesincevax1-7,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,1,NA,NA,NA,NA,NA,NA,NA
postest,0 unadjusted,timesincevax8-14,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,1.4243895495037031,0.037313358336672896,0.037507567756201954,9.431252325480388,4.0522155262580215e-21,1.3234339735408498,1.5330463244094268,NA
postest,0 unadjusted,timesincevax15-21,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,0.7770004770606554,0.05364673293649458,0.05402223824065445,-4.670563879878663,3.0037405415913287e-6,0.6989361008968326,0.8637838860774494,NA
postest,0 unadjusted,timesincevax22-28,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,0.6336796423987853,0.0709506578830468,0.07124600716715337,-6.40333074498529,1.5202336908210942e-10,0.5510931894668131,0.7286424453533077,NA
postest,0 unadjusted,timesincevax29-35,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,0.7055869703665406,0.08505265867316872,0.08487399355403971,-4.108740803763806,3.9782225792433503e-5,0.5974556576408029,0.8332885736105093,NA
postest,0 unadjusted,timesincevax36+,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,36+,0.9274952375130256,0.08259152338883514,0.08286696273311035,-0.9082946543243039,0.36372256607430853,0.7884518957473959,1.0910588461378368,NA
postest,0 unadjusted,vax1_az:timesincevax8-14,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.0881974297142802,0.09197338559889813,0.09208990467753671,0.9178269149271567,0.3587094889746778,0.9084909947603569,1.3034511655771879,NA
postest,0 unadjusted,vax1_az:timesincevax15-21,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.833023428144513,0.10967803679288386,0.10991712803854038,5.5129419854857185,3.528845785993265e-8,1.4777684381875604,2.273681587250282,NA
postest,0 unadjusted,vax1_az:timesincevax22-28,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.6258143753658207,0.14238832861141534,0.14210210083384944,3.42013834746519,6.258929612096564e-4,1.230590141987322,2.147971361835747,NA
postest,0 unadjusted,vax1_az:timesincevax29-35,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.7092884101971773,0.15784869515346364,0.1579538754012094,3.3938841206482118,6.890884409688857e-4,1.254194134606104,2.329517248262352,NA
postest,0 unadjusted,vax1_az:timesincevax36+,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.7162384978793583,0.10956925031144277,0.10931192354855755,4.941226525453356,7.763264871897562e-7,1.3852595779081203,2.1262979361970236,NA
postest,1 adjusting for time,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.9181133982467082,0.06741553600725028,0.06726162488112901,-1.2701799672497787,0.2040205317591905,0.8047169077556494,1.0474891280600174,NA
postest,1 adjusting for time,timesincevax1-7,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,1,NA,NA,NA,NA,NA,NA,NA
postest,1 adjusting for time,timesincevax8-14,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,1.4291950939966291,0.037476894888396034,0.037584081202583546,9.501666744076289,2.0655729241686442e-21,1.3276997968624984,1.5384491445512911,NA
postest,1 adjusting for time,timesincevax15-21,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,0.7868387469906021,0.05392758198773909,0.05414717318597605,-4.427413903107369,9.536962001300453e-6,0.7076126378557818,0.874935212635253,NA
postest,1 adjusting for time,timesincevax22-28,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,0.6490039534584754,0.07134539298588345,0.07156672424573615,-6.04074694262443,1.5340240931977221e-9,0.5640656279194625,0.7467324913207988,NA
postest,1 adjusting for time,timesincevax29-35,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,0.7243792017616412,0.08558568556898087,0.08547915571103595,-3.7721507856395022,1.6184639526642755e-4,0.6126408946139998,0.8564972279159402,NA
postest,1 adjusting for time,timesincevax36+,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,36+,0.9708336038769809,0.08348795685170038,0.08417152430190955,-0.35166514269826193,0.7250894048578864,0.8231857976191654,1.1449637361853617,NA
postest,1 adjusting for time,vax1_az:timesincevax8-14,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.047170742486271,0.09242545384524277,0.09257955619835016,0.4978636570934075,0.6185801445261515,0.8734009070248019,1.255513424705098,NA
postest,1 adjusting for time,vax1_az:timesincevax15-21,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.7105699156347154,0.11048808627456135,0.11069503321619725,4.849599691941315,1.2371088222161647e-6,1.376946436935609,2.1250277845131533,NA
postest,1 adjusting for time,vax1_az:timesincevax22-28,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.4466689301395377,0.14319164529993864,0.14313822281377497,2.579769517859538,0.009886627620736497,1.0927723008162635,1.915175734110195,NA
postest,1 adjusting for time,vax1_az:timesincevax29-35,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.4999714132645043,0.15869804634660908,0.15769273036030418,2.571114401891037,0.010137183370911677,1.1011708006228165,2.043201871442809,NA
postest,1 adjusting for time,vax1_az:timesincevax36+,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.4324628260046137,0.1106758814881402,0.11032633387966011,3.2575651360714555,0.0011237246551607711,1.1539139261200397,1.7782520008096887,NA
postest,2 adjusting for time + demographics,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.9339488069004536,0.06745411658055783,0.06727477727362235,-1.0157395627875099,0.309753422909074,0.818575378147069,1.0655834480206738,NA
postest,2 adjusting for time + demographics,timesincevax1-7,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,1,NA,NA,NA,NA,NA,NA,NA
postest,2 adjusting for time + demographics,timesincevax8-14,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,1.4416152951948191,0.037480068021767614,0.037529243589860206,9.746112170211585,1.9166845898277978e-22,1.3393819174090504,1.5516520212247584,NA
