outcome,model_name,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n
emergency,0 unadjusted,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,1.2540266263328317,0.06165339189216034,0.06226469055261386,3.6354420634968907,2.775043577684591e-4,1.1099590515118831,1.41679350910259,NA
emergency,0 unadjusted,timesincevax1-7,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,1,NA,NA,NA,NA,NA,NA,NA
emergency,0 unadjusted,timesincevax8-14,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,1.038912916022903,0.04871847533842701,0.04905821728999025,0.7781549254808351,0.43647768583631685,0.9436712311214093,1.1437670361070353,NA
emergency,0 unadjusted,timesincevax15-21,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,1.00437923842265,0.052950311583766396,0.053790974289689604,0.08123439887009223,0.9352555435624179,0.9038799782381133,1.1160526605986125,NA
emergency,0 unadjusted,timesincevax22-28,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,0.9435757359552269,0.05630005787603059,0.057221402739657576,-1.0149811666911144,0.3101148051064305,0.8434703450596578,1.0555619112139332,NA
emergency,0 unadjusted,timesincevax29-35,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,0.9193501271902597,0.058273959260321154,0.05921284294503974,-1.4201014146933837,0.1555781584957212,0.818613452405871,1.032483223773962,NA
emergency,0 unadjusted,timesincevax36+,timesincevax,timesincevax,factor,categorical,6,contr.treatment,treatment,FALSE,36+,0.8433907942825776,0.05308192955676544,0.05435969140251407,-3.1332932241220237,0.0017285666335468614,0.7581546502324328,0.9382096801259828,NA
emergency,0 unadjusted,vax1_az:timesincevax8-14,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,0.6950717073393942,0.08881542347565882,0.08911061440201037,-4.081896024987049,4.466978148617511e-5,0.5836849811208843,0.8277147673320769,NA
emergency,0 unadjusted,vax1_az:timesincevax15-21,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.7955192007402545,0.08938470039735111,0.08989837648366171,-2.5446543502699734,0.010938595617081163,0.6670049078631233,0.948794815879048,NA
emergency,0 unadjusted,vax1_az:timesincevax22-28,vax1_az:timesincevax,vax1_az * timesincevax,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.7863495616375328,0.09264264170181892,0.0931314001478941,-2.5808035756866103,0.009857064858203864,0.6551519794086657,0.9438201402454027,NA
