model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
0,vax1_az:strata(timesincevax_pw)1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,-0.579491948799111,1.0954454514621934,1.0956997520833185,-0.5288784155488663,0.5968897960527256,-2.7270240007518805,1.5680401031536586,NA,Unadjusted,covidadmitted
0,vax1_az:strata(timesincevax_pw)8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.6785803225460185,0.7156781142655725,0.7156430299579564,-3.7429000359346527,1.819086094700844e-4,-4.081214887050732,-1.2759457580413054,NA,Unadjusted,covidadmitted
0,vax1_az:strata(timesincevax_pw)15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.1243654302754222,0.37416598315744637,0.37416092924189304,0.3323848658581362,0.7395986648658621,-0.6089765154607275,0.857707376011572,NA,Unadjusted,covidadmitted
0,vax1_az:strata(timesincevax_pw)22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.7157822769442448,0.5855425205236251,0.5856073893839226,1.2222903773418403,0.22159783687419676,-0.4319871153287669,1.8635516692172565,NA,Unadjusted,covidadmitted
0,vax1_az:strata(timesincevax_pw)29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.459936275817281,1034.5848329732512,0.707148189873202,-19.034109778645927,8.899184595354536e-81,-14.845921259701448,-12.073951291933113,NA,Unadjusted,covidadmitted
0,vax1_az:strata(timesincevax_pw)36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.0440630645724327,0.5042989371282124,0.5049941767736176,2.0674754533664115,0.03868937485479104,0.05429266569368896,2.0338334634511765,NA,Unadjusted,covidadmitted
1,"ns(calendar_day, 3)1","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)1",-0.5238376819774878,2.57526705445535,1.3310447134191603,-0.3935537827514933,0.6939105089566131,-3.132637382091479,2.0849620181365034,NA,Adjusting for time,covidadmitted
1,"ns(calendar_day, 3)2","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)2",-10.663950399087941,6.163883675174291,3.490470851839631,-3.0551609945310307,0.0022493973970060025,-17.50514755778046,-3.822753240395423,NA,Adjusting for time,covidadmitted
1,"ns(calendar_day, 3)3","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)3",-9.598963445981594,8.465785557605676,3.8559114694491696,-2.4894148950346207,0.012795354853799037,-17.156411053676884,-2.0415158382863066,NA,Adjusting for time,covidadmitted
1,vax1_az:strata(timesincevax_pw)1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.6104127111742982,1.100535205413738,1.149189642416919,0.5311679540467388,0.5953023976205134,-1.6419575993693258,2.8627830217179224,NA,Adjusting for time,covidadmitted
