model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome,term_left,term_right,term_midpoint
0,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,-0.579491948799111,1.0954454514621934,1.0956997520833185,-0.5288784155488663,0.5968897960527256,-2.7270240007518805,1.5680401031536586,NA,Unadjusted,covidadmitted,0,6,3.5
0,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.6785803225460185,0.7156781142655725,0.7156430299579564,-3.7429000359346527,1.819086094700844e-4,-4.081214887050732,-1.2759457580413054,NA,Unadjusted,covidadmitted,7,13,10.5
0,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.1243654302754222,0.37416598315744637,0.37416092924189304,0.3323848658581362,0.7395986648658621,-0.6089765154607275,0.857707376011572,NA,Unadjusted,covidadmitted,14,20,17.5
0,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.7157822769442448,0.5855425205236251,0.5856073893839226,1.2222903773418403,0.22159783687419676,-0.4319871153287669,1.8635516692172565,NA,Unadjusted,covidadmitted,21,27,24.5
0,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.459936275817281,1034.5848329732512,0.707148189873202,-19.034109778645927,8.899184595354536e-81,-14.845921259701448,-12.073951291933113,NA,Unadjusted,covidadmitted,28,34,31.5
0,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.0440630645724327,0.5042989371282124,0.5049941767736176,2.0674754533664115,0.03868937485479104,0.05429266569368896,2.0338334634511765,NA,Unadjusted,covidadmitted,35,41,38.5
1,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.6104127111742982,1.100535205413738,1.149189642416919,0.5311679540467388,0.5953023976205134,-1.6419575993693258,2.8627830217179224,NA,Adjusting for time,covidadmitted,0,6,3.5
1,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-1.8273801567660846,0.7180947588644858,0.7109261582170128,-2.5704218864995965,0.010157473099914405,-3.2207698225388537,-0.43399049099331566,NA,Adjusting for time,covidadmitted,7,13,10.5
1,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.8824708811884392,0.39457248736816747,0.41456443112818164,2.1286700327544086,0.033281569852073034,0.06993952690586769,1.6950022354710108,NA,Adjusting for time,covidadmitted,14,20,17.5
1,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.478807856970763,0.6300812703930829,0.6491427765382041,2.278093372396528,0.02272101505172927,0.20651139413155084,2.751104319809975,NA,Adjusting for time,covidadmitted,21,27,24.5
