model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,-1.5971662255086614,0.443455839941801,-3.6016353414542315,3.162217236402085e-4,-2.46632370052855,-0.7280087504887729,0.20246945860607762,0.08489639056479852,0.48286954716819147,Unadjusted,covidadmitted
0,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13517532.976280231,18,-8.434414939592669,1.56192706342132,-5.400005632220445,6.663880478840217e-8,-11.495735730376865,-5.373094148808473,2.1726017931909125e-4,1.017338328288739e-5,0.004639752991235666,Unadjusted,covidadmitted
0,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24667500.92131951,155,-0.9364033690455983,0.4440265431545562,-2.108890523510114,0.034954032376383316,-1.8066794018083483,-0.06612733628284828,0.3920353090873853,0.1641984696886578,0.9360116684562387,Unadjusted,covidadmitted
0,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",2911802.16411999,3,2.9036722449268098,0.5420138791278257,5.357191682248459,8.452543404582805e-8,1.8413445627154255,3.965999927138194,18.241007975368834,6.3050100457553135,52.773012182823436,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)1","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)1",13517532.976280231,18,6.021672714581618,2.15307992063136,2.79677157214668,0.0051616011999093886,1.8017136143077952,10.24163181485544,412.2676253595192,6.060023114257109,28046.855880749,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)2","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)2",24667500.92131951,155,2.1336648002642917,1.4954492410998812,1.4267717964770321,0.15364568311471752,-0.7973618529992308,5.064691453527814,8.445762195681807,0.4505159249764622,158.33158188522356,Unadjusted,covidadmitted
0,"vax1_az:ns(tstop, 3)3","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)3",2911802.16411999,3,-1.6443191703552353,1.9235643461332694,-0.854829303558589,0.39264565304730076,-5.414436010721781,2.12579767001131,0.193144016211938,0.004451847899337387,8.379578961812639,Unadjusted,covidadmitted
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,-0.5539556864248787,0.45616635539981687,-1.2143720812977368,0.22460567159252712,-1.448025313967418,0.3401139411176606,0.5746720857998785,0.23503394840646102,1.4051076809825847,Adjusting for time,covidadmitted
1,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13517532.976280231,18,-5.011053419470223,1.6854587269273404,-2.973109539505353,0.002947992225891909,-8.31449182167654,-1.7076150172639073,0.006663879746855096,2.449413358315961e-4,0.18129766921446341,Adjusting for time,covidadmitted
1,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24667500.92131951,155,4.578967953733036,1.1856082939280774,3.862125439897446,1.1240482212447192e-4,2.2552183978620266,6.902717509604045,97.41380675491774,9.537376025241477,994.9748988998462,Adjusting for time,covidadmitted
1,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",2911802.16411999,3,5.354541727206828,1.3840288501432185,3.8688078840645144,1.0936877183689624e-4,2.641895027361737,8.067188427051919,211.5669987340364,14.039784189506214,3188.1255686809805,Adjusting for time,covidadmitted
1,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",16434415.621360308,25,-3.5212662004020907,1.66077970459418,-2.1202488148556284,0.03398506772104032,-6.776334607661752,-0.26619779314242864,0.029561980069015587,0.0011404474339447306,0.7662875460888865,Adjusting for time,covidadmitted
